window_id,split,lake_name,target_datetime,length,window_days,target_raw,target_transformed,coeff_shape
train_000206,train,【Huo】Lake Ulansu,2023-02-14 00:00:00,8,7,0.480666995048522,0.48066699504852295,"(1, 7, 44)"
train_000207,train,【Huo】Lake Ulansu,2023-02-15 00:00:00,8,7,0.478792011737823,0.4787920117378235,"(1, 7, 44)"
train_000208,train,【Huo】Lake Ulansu,2023-02-16 00:00:00,8,7,0.465083003044128,0.4650830030441284,"(1, 7, 44)"
train_000209,train,【Huo】Lake Ulansu,2023-02-17 00:00:00,8,7,0.447667002677917,0.4476670026779175,"(1, 7, 44)"
train_000210,train,【Huo】Lake Ulansu,2023-02-18 00:00:00,8,7,0.429917007684707,0.42991700768470764,"(1, 7, 44)"
train_000211,train,【Huo】Lake Ulansu,2023-02-19 00:00:00,8,7,0.431333005428314,0.4313330054283142,"(1, 7, 44)"
train_000212,train,【Huo】Lake Ulansu,2023-02-20 00:00:00,8,7,0.430833011865615,0.43083301186561584,"(1, 7, 44)"
train_000213,train,【Huo】Lake Ulansu,2023-02-21 00:00:00,8,7,0.426041990518569,0.42604199051856995,"(1, 7, 44)"
train_000214,train,【Huo】Lake Ulansu,2023-02-22 00:00:00,8,7,0.422333002090454,0.4223330020904541,"(1, 7, 44)"
train_000215,train,【Huo】Lake Ulansu,2023-02-23 00:00:00,8,7,0.420042008161544,0.4200420081615448,"(1, 7, 44)"
train_000216,train,【Huo】Lake Ulansu,2023-02-24 00:00:00,8,7,0.416792005300521,0.41679200530052185,"(1, 7, 44)"
train_000217,train,【Huo】Lake Ulansu,2023-02-25 00:00:00,8,7,0.409207999706268,0.4092079997062683,"(1, 7, 44)"
train_000218,train,【Huo】Lake Ulansu,2023-02-26 00:00:00,8,7,0.406042009592056,0.4060420095920563,"(1, 7, 44)"
train_000219,train,【Huo】Lake Ulansu,2023-02-27 00:00:00,8,7,0.402332991361618,0.40233299136161804,"(1, 7, 44)"
train_000220,train,【Huo】Lake Ulansu,2023-02-28 00:00:00,8,7,0.397749990224838,0.39774999022483826,"(1, 7, 44)"
train_000221,train,【Huo】Lake Ulansu,2023-03-01 00:00:00,8,7,0.388792008161544,0.3887920081615448,"(1, 7, 44)"
train_000222,train,【Huo】Lake Ulansu,2023-03-02 00:00:00,8,7,0.369417011737823,0.3694170117378235,"(1, 7, 44)"
train_000223,train,【Huo】Lake Ulansu,2023-03-03 00:00:00,8,7,0.356375008821487,0.3563750088214874,"(1, 7, 44)"
train_000224,train,【Huo】Lake Ulansu,2023-03-04 00:00:00,8,7,0.344500005245208,0.34450000524520874,"(1, 7, 44)"
train_000225,train,【Huo】Lake Ulansu,2023-03-05 00:00:00,8,7,0.337792009115219,0.3377920091152191,"(1, 7, 44)"
train_000226,train,【Huo】Lake Ulansu,2023-03-06 00:00:00,8,7,0.331916987895965,0.3319169878959656,"(1, 7, 44)"
train_000227,train,【Huo】Lake Ulansu,2023-03-07 00:00:00,8,7,0.328207999467849,0.32820799946784973,"(1, 7, 44)"
train_000228,train,【Huo】Lake Ulansu,2023-03-08 00:00:00,8,7,0.327542006969451,0.3275420069694519,"(1, 7, 44)"
train_000229,train,【Huo】Lake Ulansu,2023-03-09 00:00:00,8,7,0.319833010435104,0.31983301043510437,"(1, 7, 44)"
train_000230,train,【Huo】Lake Ulansu,2023-03-10 00:00:00,8,7,0.296416997909545,0.2964169979095459,"(1, 7, 44)"
train_000231,train,【Huo】Lake Ulansu,2023-03-11 00:00:00,8,7,0.265374988317489,0.2653749883174896,"(1, 7, 44)"
train_000232,train,【Huo】Lake Ulansu,2023-03-12 00:00:00,8,7,0.242541998624801,0.24254199862480164,"(1, 7, 44)"
train_000233,train,【IISD Experimental】Lake 239,1972-04-06 00:00:00,2,7,0.660000026226043,0.6600000262260437,"(1, 1, 44)"
train_000234,train,【IISD Experimental】Lake 239,1973-12-18 00:00:00,2,7,0.25,0.25,"(1, 1, 44)"
train_000235,train,【IISD Experimental】Lake 239,1974-05-01 00:00:00,2,7,0.280000001192092,0.2800000011920929,"(1, 1, 44)"
train_000236,train,【IISD Experimental】Lake 239,1974-05-03 00:00:00,3,7,0.239999994635581,0.23999999463558197,"(1, 2, 44)"
train_000237,train,【IISD Experimental】Lake 239,1974-05-07 00:00:00,3,7,0.189999997615814,0.1899999976158142,"(1, 2, 44)"
train_000238,train,【IISD Experimental】Lake 239,1985-02-20 00:00:00,2,7,0.449999988079071,0.44999998807907104,"(1, 1, 44)"
train_000239,train,【IISD Experimental】Lake 239,1989-12-13 00:00:00,2,7,0.560000002384185,0.5600000023841858,"(1, 1, 44)"
train_000240,train,【IISD Experimental】Lake 239,2000-03-07 00:00:00,2,7,0.439999997615814,0.4399999976158142,"(1, 1, 44)"
train_000241,train,【IISD Experimental】Lake 239,2001-12-19 00:00:00,2,7,0.170000001788139,0.17000000178813934,"(1, 1, 44)"
train_000242,train,【IISD Experimental】Lake 239,2002-04-17 00:00:00,2,7,0.430000007152557,0.4300000071525574,"(1, 1, 44)"
train_000243,train,【IISD Experimental】Lake 239,2003-01-13 00:00:00,2,7,0.5,0.5,"(1, 1, 44)"
train_000244,train,【IISD Experimental】Lake 239,2003-12-04 00:00:00,2,7,0.140000000596046,0.14000000059604645,"(1, 1, 44)"
train_000245,train,【IISD Experimental】Lake 239,2003-12-10 00:00:00,2,7,0.25,0.25,"(1, 1, 44)"
train_000246,train,【IISD Experimental】Lake 239,2005-12-04 00:00:00,2,7,0.170000001788139,0.17000000178813934,"(1, 1, 44)"
train_000247,train,【IISD Experimental】Lake 239,2012-03-21 00:00:00,2,7,0.289999991655349,0.28999999165534973,"(1, 1, 44)"
train_000248,train,【IISD Experimental】Lake 239,2016-03-17 00:00:00,2,7,0.389999985694885,0.38999998569488525,"(1, 1, 44)"
train_000249,train,【IISD Experimental】Lake 239,2017-03-22 00:00:00,2,7,0.639999985694885,0.6399999856948853,"(1, 1, 44)"
train_000250,train,【IISD Experimental】Lake 302,1980-01-25 00:00:00,2,7,0.435000002384185,0.4350000023841858,"(1, 1, 44)"
train_000251,train,【IISD Experimental】Lake 302,1989-12-13 00:00:00,2,7,0.52999997138977,0.5299999713897705,"(1, 1, 44)"
train_000252,train,【IISD Experimental】Lake 302,2002-01-09 09:46:00,2,7,0.330000013113021,0.33000001311302185,"(1, 1, 44)"
train_000253,train,【IISD Experimental】Lake 302,2003-01-07 02:50:00,2,7,0.340000003576278,0.3400000035762787,"(1, 1, 44)"
train_000254,train,【IISD Experimental】Lake 302,2005-01-11 13:55:00,2,7,0.349999994039535,0.3499999940395355,"(1, 1, 44)"
train_000255,train,【Li】Lake Xiaoxingkai,2025-01-19 12:00:00,2,7,0.6171,0.6171000003814697,"(1, 1, 44)"
train_000256,train,【Li】Lake Xiaoxingkai,2025-01-20 12:00:00,3,7,0.6075,0.6075000166893005,"(1, 2, 44)"
train_000257,train,【Li】Lake Xiaoxingkai,2025-01-21 12:00:00,4,7,0.6165,0.6165000200271606,"(1, 3, 44)"
train_000258,train,【Li】Lake Xiaoxingkai,2025-01-22 12:00:00,5,7,0.6159,0.6158999800682068,"(1, 4, 44)"
train_000259,train,【Li】Lake Xiaoxingkai,2025-01-23 12:00:00,6,7,0.6171,0.6171000003814697,"(1, 5, 44)"
train_000260,train,【Li】Lake Xiaoxingkai,2025-01-24 12:00:00,7,7,0.6172,0.6172000169754028,"(1, 6, 44)"
train_000261,train,【Li】Lake Xiaoxingkai,2025-01-25 12:00:00,8,7,0.62,0.6200000047683716,"(1, 7, 44)"
train_000262,train,【Li】Lake Xiaoxingkai,2025-01-26 12:00:00,8,7,0.6116,0.6115999817848206,"(1, 7, 44)"
train_000263,train,【Li】Lake Xiaoxingkai,2025-01-27 12:00:00,8,7,0.6174,0.6173999905586243,"(1, 7, 44)"
train_000264,train,【Li】Lake Xiaoxingkai,2025-01-28 12:00:00,8,7,0.6091,0.6090999841690063,"(1, 7, 44)"
train_000265,train,【Li】Lake Xiaoxingkai,2025-01-29 12:00:00,8,7,0.5888,0.5888000130653381,"(1, 7, 44)"
train_000266,train,【Li】Lake Xiaoxingkai,2025-01-30 12:00:00,8,7,0.5858,0.5857999920845032,"(1, 7, 44)"
train_000267,train,【Li】Lake Xiaoxingkai,2025-01-31 12:00:00,8,7,0.5944,0.5943999886512756,"(1, 7, 44)"
train_000268,train,【Li】Lake Xiaoxingkai,2025-02-01 12:00:00,8,7,0.6018,0.6018000245094299,"(1, 7, 44)"
train_000269,train,【Li】Lake Xiaoxingkai,2025-02-02 12:00:00,8,7,0.6195,0.6194999814033508,"(1, 7, 44)"
train_000270,train,【Li】Lake Xiaoxingkai,2025-02-03 12:00:00,8,7,0.6265,0.6265000104904175,"(1, 7, 44)"
train_000271,train,【Li】Lake Xiaoxingkai,2025-02-04 12:00:00,8,7,0.6328,0.6327999830245972,"(1, 7, 44)"
train_000272,train,【Li】Lake Xiaoxingkai,2025-02-05 12:00:00,8,7,0.6485,0.6485000252723694,"(1, 7, 44)"
train_000273,train,【Li】Lake Xiaoxingkai,2025-02-06 12:00:00,8,7,0.6563,0.6563000082969666,"(1, 7, 44)"
train_000274,train,【Li】Lake Xiaoxingkai,2025-02-07 12:00:00,8,7,0.6629,0.6628999710083008,"(1, 7, 44)"
train_000275,train,【Li】Lake Xiaoxingkai,2025-02-08 12:00:00,8,7,0.6708,0.670799970626831,"(1, 7, 44)"
train_000276,train,【Li】Lake Xiaoxingkai,2025-02-09 12:00:00,8,7,0.6845,0.684499979019165,"(1, 7, 44)"
train_000277,train,【Li】Lake Xiaoxingkai,2025-02-10 12:00:00,8,7,0.6817,0.6816999912261963,"(1, 7, 44)"
